,stop_id,stop_name,stop_lat,stop_lon
630,853000002,Portsalon 2,55.2055546463276,-7.63654043040019
631,853000004,"Arryheernabin, Fanad Lighthouse 1",55.2761128040958,-7.63241826981772
632,853000007,Falcarragh 1,55.1365048371763,-8.10427318490932
633,853000009,Fintown 1,54.8682103997951,-8.12434544526414
634,853000010,Fintown 2,54.8681385547324,-8.12431406774182
635,853000011,Gweedore 1,55.0515720965213,-8.23583556328682
636,853000016,"Hollyrood Hotel, Bundoran 1",54.4779680495049,-8.27990819056225
637,853000021,"Bunbeg Cross Roads, Gweedore 2",55.0608901182973,-8.30055296148907
638,853000034,"Donegal, Donegal Abbey Hotel 1",54.6535498067807,-8.11051758724668
639,853000043,"Glencolumbkille, Glencolumbkille 1",54.7062177645545,-8.72425064453263
640,853000053,Dunlewy Post Office 1,55.0319213943039,-8.14512344124634
641,853000054,Dunlewy Post Office 2,55.0318762672131,-8.14529533650875
642,853000055,Redcastle 1,55.1595385375953,-7.13419052645924
643,853000056,Redcastle 2,55.1595195683529,-7.13404970774831
644,853000059,Main Street Moville 1,55.1890198737102,-7.03978359080287
645,853000060,Main Street Moville 2,55.1890470696374,-7.03981434453486
646,853000062,Main Street Moville 4,55.1890470696374,-7.03981434453486
647,853000077,Letterkenny Library 1,54.9484940513726,-7.73820121993028
648,853000082,Top Quigley's Point 1,55.1250030112868,-7.19600603155008
649,853000095,Molloys Supermarket Derrybeg 2,55.0781387967241,-8.28998663858364
650,853000100,"Tourist Office, Bundoran 1",54.4778953821315,-8.28024714564957
651,853000111,"Main Street, Ardara 1",54.7619807418561,-8.41354478216313
652,853000116,"Paddy Og's Pub, Crolly 1",55.0236377761465,-8.26300762823282
653,853000117,"Paddy Og's Pub, Crolly 2",55.0236377761465,-8.26300762823282
654,853000118,"Paddy Og's Pub, Crolly 3",55.0236377761465,-8.26300762823282
655,853000121,The Diamond Carndonagh 1,55.2512801001365,-7.26146771794953
656,853000122,The Diamond Carndonagh 2,55.2512801001365,-7.26146771794953
657,853000124,The Diamond Carndonagh 4,55.2512975910191,-7.26138875286691
658,853000125,Main Street 1,54.9493016992671,-8.36048823305013
659,853000129,Doochary 1,54.9057785354322,-8.20739903723004
660,853000139,Ramelton 1,55.036790288298,-7.65094442093468
661,853000140,Ramelton 2,55.0367363829623,-7.65094488954855
662,853000141,"Letterkenny, Pearse Road Letterkenny 1",54.9465066077271,-7.73734005650691
663,853000151,Kincasslagh 1,55.025967093392,-8.39229846687286
664,853000155,Dungloe (Sweeney's Hotel) 1,54.949992706522,-8.36075978591723
665,853000158,Portsalon 1,55.2055546463276,-7.63654043040019
666,853000161,Ballyliffan 1,55.2807780931555,-7.39231553000297
667,853000162,Ballyliffan 2,55.2806256865388,-7.39238081614326
668,853000164,Kerrykeel 1,55.1372879891774,-7.66645669702295
669,853000173,Drumfree 2,55.1972965785013,-7.39599038046248
